PLC_name;device_name;url_publisher;PLC_ip;port(i);offset_type(i);offset_grid_failure(i);offset_battery_failure(i);offset_charger_failure(i);offset_emergency_lamp_failure(i);offset_duration_failure(i);offset_system_failure(i);offset_comm_failure(i);offset_general_failure(i);offset_rest_mode(i);offset_normal_mode(i);offset_emergency_mode(i);offset_function_test(i);offset_duration_test(i);offset_dimming_level(i)
IDNG-MG-DP;LUMI-EMER-E1-6B-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;16708;16709;16709;16709;16709;16709;16709;16710;16711;16712;16712;16712;16712;16712;16713
IDNG-MG-DP;LUMI-EMER-E1-6D-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;16740;16741;16741;16741;16741;16741;16741;16742;16743;16744;16744;16744;16744;16744;16745
IDNG-MG-DP;LUMI-EMER-E1-7D-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;16772;16773;16773;16773;16773;16773;16773;16774;16775;16776;16776;16776;16776;16776;16777
IDNG-MG-DP;LUMI-EMER-E1-A2-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;16804;16805;16805;16805;16805;16805;16805;16806;16807;16808;16808;16808;16808;16808;16809
IDNG-MG-DP;LUMI-EMER-E1-8C-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;16836;16837;16837;16837;16837;16837;16837;16838;16839;16840;16840;16840;16840;16840;16841
IDNG-MG-DP;LUMI-EMER-E1-78-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;16868;16869;16869;16869;16869;16869;16869;16870;16871;16872;16872;16872;16872;16872;16873
IDNG-MG-DP;LUMI-EMER-E1-A3-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;16900;16901;16901;16901;16901;16901;16901;16902;16903;16904;16904;16904;16904;16904;16905
IDNG-MG-DP;LUMI-EMER-E1-9A-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;16932;16933;16933;16933;16933;16933;16933;16934;16935;16936;16936;16936;16936;16936;16937
IDNG-MG-DP;LUMI-EMER-E1-73-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;16964;16965;16965;16965;16965;16965;16965;16966;16967;16968;16968;16968;16968;16968;16969
IDNG-MG-DP;LUMI-EMER-E1-B3-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;16996;16997;16997;16997;16997;16997;16997;16998;16999;17000;17000;17000;17000;17000;17001
IDNG-MG-DP;LUMI-EMER-E1-9E-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;17028;17029;17029;17029;17029;17029;17029;17030;17031;17032;17032;17032;17032;17032;17033
IDNG-MG-DP;LUMI-EMER-E1-EC-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;17060;17061;17061;17061;17061;17061;17061;17062;17063;17064;17064;17064;17064;17064;17065
IDNG-MG-DP;LUMI-EMER-E1-E3-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;17092;17093;17093;17093;17093;17093;17093;17094;17095;17096;17096;17096;17096;17096;17097
IDNG-MG-DP;LUMI-EMER-E1-D9-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;17124;17125;17125;17125;17125;17125;17125;17126;17127;17128;17128;17128;17128;17128;17129
IDNG-MG-DP;LUMI-EMER-E2-21-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;17156;17157;17157;17157;17157;17157;17157;17158;17159;17160;17160;17160;17160;17160;17161
IDNG-MG-DP;LUMI-EMER-E1-C5-DPZ;http:\/\/192.168.88.201:3000\/api\/v2\/generic\/;192.168.88.198;900;17188;17189;17189;17189;17189;17189;17189;17190;17191;17192;17192;17192;17192;17192;17193
